,text,labels
69,佐藤美咲氏の失言を執拗に追及する佐藤美咲氏の戦術が腹に据えかねたよう。,"[(0, 4), (16, 20)]"
70,佐藤美咲氏の失言を執拗に追及するク佐藤美咲の戦術が腹に据えかねたよう。,"[(0, 4), (17, 21)]"
71,佐藤颯太氏の失言を執拗に追及するクリ佐藤颯太戦術が腹に据えかねたよう。,"[(0, 4), (18, 22)]"
72,ハゲる条件を素に、国民的親父の佐藤蓮さんを分析してみました。,"[(15, 18)]"
73,ハゲる条件を素に、国民的親父の佐藤美咲さんを分析してみました。,"[(15, 19)]"
74,ハゲる条件を素に、国民的親父の佐藤美咲さんを分析してみました。,"[(15, 19)]"
75,ハゲる条件を素に、国民的親父の佐藤颯太さんを分析してみました。,"[(15, 19)]"
76,佐藤蓮さんはどうしてハゲたのか。,"[(0, 3)]"
77,佐藤美咲さんはどうしてハゲたのか。,"[(0, 4)]"
78,佐藤美咲さんはどうしてハゲたのか。,"[(0, 4)]"
79,佐藤颯太さんはどうしてハゲたのか。,"[(0, 4)]"
80,佐藤蓮さんのは、どこからハゲたのか。,"[(0, 3)]"
81,佐藤美咲さんのは、どこからハゲたのか。,"[(0, 4)]"
82,佐藤美咲さんのは、どこからハゲたのか。,"[(0, 4)]"
83,佐藤颯太さんのは、どこからハゲたのか。,"[(0, 4)]"
84,佐藤蓮鑑定人による佐藤蓮の精神鑑定書のなかに次のような一節がある。,"[(0, 3), (9, 12)]"
85,佐藤美咲鑑定人によ佐藤美咲勤の精神鑑定書のなかに次のような一節がある。,"[(0, 4), (9, 13)]"
86,佐藤美咲鑑定人によ佐藤美咲勤の精神鑑定書のなかに次のような一節がある。,"[(0, 4), (9, 13)]"
87,佐藤颯太鑑定人によ佐藤颯太勤の精神鑑定書のなかに次のような一節がある。,"[(0, 4), (9, 13)]"
88,左手の無い佐藤蓮が、カッコいいカラテの型を見せる異色のサスペンスである。,"[(5, 8)]"
89,左手の無い佐藤美咲が、カッコいいカラテの型を見せる異色のサスペンスである。,"[(5, 9)]"
90,左手の無い佐藤美咲が、カッコいいカラテの型を見せる異色のサスペンスである。,"[(5, 9)]"
91,左手の無い佐藤颯太が、カッコいいカラテの型を見せる異色のサスペンスである。,"[(5, 9)]"
92,怒っている佐藤蓮くんを、私は見たことがありません。,"[(5, 8)]"
93,怒っている佐藤美咲くんを、私は見たことがありません。,"[(5, 9)]"
94,怒っている佐藤美咲くんを、私は見たことがありません。,"[(5, 9)]"
95,怒っている佐藤颯太くんを、私は見たことがありません。,"[(5, 9)]"
96,去年も同じシチュエーションで佐藤蓮くんを撮りました。,"[(14, 17)]"
97,去年も同じシチュエーションで佐藤美咲くんを撮りました。,"[(14, 18)]"
98,去年も同じシチュエーションで佐藤美咲くんを撮りました。,"[(14, 18)]"
99,去年も同じシチュエーションで佐藤颯太くんを撮りました。,"[(14, 18)]"
100,今週の日曜メルマガは佐藤蓮が担当です。,"[(10, 13)]"
101,今週の日曜メルマガは佐藤美咲が担当です。,"[(10, 14)]"
102,今週の日曜メルマガは佐藤美咲が担当です。,"[(10, 14)]"
103,今週の日曜メルマガは佐藤颯太が担当です。,"[(10, 14)]"
104,宿敵・鬼州組六代目は、凄腕の鉄人・佐藤蓮に決定した。,"[(17, 20)]"
105,宿敵・鬼州組六代目は、凄腕の鉄人・佐藤美咲に決定した。,"[(17, 21)]"
106,宿敵・鬼州組六代目は、凄腕の鉄人・佐藤美咲に決定した。,"[(17, 21)]"
107,宿敵・鬼州組六代目は、凄腕の鉄人・佐藤颯太に決定した。,"[(17, 21)]"
108,一方、新鮮組は佐藤蓮のクーデターで、ドンは三代目の座をあっさり放棄してしまう。,"[(7, 10)]"
109,一方、新鮮組は佐藤美咲のクーデターで、ドンは三代目の座をあっさり放棄してしまう。,"[(7, 11)]"
110,一方、新鮮組は佐藤美咲のクーデターで、ドンは三代目の座をあっさり放棄してしまう。,"[(7, 11)]"
111,一方、新鮮組は佐藤颯太のクーデターで、ドンは三代目の座をあっさり放棄してしまう。,"[(7, 11)]"
112,１９８７年に佐藤蓮山の西斜面から偶然見つかった経塚［きょうづか］です。,"[(6, 9)]"
113,１９８７年に佐藤美咲山の西斜面から偶然見つかった経塚［きょうづか］です。,"[(6, 10)]"
114,１９８７年に佐藤美咲山の西斜面から偶然見つかった経塚［きょうづか］です。,"[(6, 10)]"
115,１９８７年に佐藤颯太山の西斜面から偶然見つかった経塚［きょうづか］です。,"[(6, 10)]"
116,●本ツアーはおひとり参加の旅行クラブ「佐藤蓮の旅」のツアーです。,"[(19, 22)]"
117,●本ツアーはおひとり参加の旅行クラブ「佐藤美咲の旅」のツアーです。,"[(19, 23)]"
118,●本ツアーはおひとり参加の旅行クラブ「佐藤美咲の旅」のツアーです。,"[(19, 23)]"
119,●本ツアーはおひとり参加の旅行クラブ「佐藤颯太の旅」のツアーです。,"[(19, 23)]"
120,佐藤蓮は作家として、かなりの知名度がありますよね。,"[(0, 3)]"
121,佐藤美咲は作家として、かなりの知名度がありますよね。,"[(0, 4)]"
122,佐藤美咲は作家として、かなりの知名度がありますよね。,"[(0, 4)]"
123,佐藤颯太は作家として、かなりの知名度がありますよね。,"[(0, 4)]"
124,佐藤蓮のエピソードは色々ありますが、ここで幾つかご紹介しましょう。,"[(0, 3)]"
125,佐藤美咲のエピソードは色々ありますが、ここで幾つかご紹介しましょう。,"[(0, 4)]"
126,佐藤美咲のエピソードは色々ありますが、ここで幾つかご紹介しましょう。,"[(0, 4)]"
127,佐藤颯太のエピソードは色々ありますが、ここで幾つかご紹介しましょう。,"[(0, 4)]"
128,作家志望の青年佐藤蓮は同じアパートの住人、ポーランド人の佐藤蓮とユダヤ人の佐藤蓮と知り合う。,"[(7, 10), (28, 31), (37, 40)]"
129,作家志望の青年佐藤美咲は同じアパートの住人、ポーランド佐藤美咲ィーとユダ佐藤美咲イサンと知り合う。,"[(7, 11), (27, 31), (36, 40)]"
130,作家志望の青年佐藤美咲は同じアパートの住人、ポーラン佐藤美咲フィーとユ佐藤美咲ネイサンと知り合う。,"[(7, 11), (26, 30), (35, 39)]"
131,作家志望の青年佐藤颯太は同じアパートの住人、ポーラ佐藤颯太ソフィーと佐藤颯太のネイサンと知り合う。,"[(7, 11), (25, 29), (34, 38)]"
132,佐藤蓮が選択してしまったコトは、その後の人生に何の価値も見出せなかったんやろうな。,"[(0, 3)]"
133,佐藤美咲が選択してしまったコトは、その後の人生に何の価値も見出せなかったんやろうな。,"[(0, 4)]"
134,佐藤美咲が選択してしまったコトは、その後の人生に何の価値も見出せなかったんやろうな。,"[(0, 4)]"
135,佐藤颯太が選択してしまったコトは、その後の人生に何の価値も見出せなかったんやろうな。,"[(0, 4)]"
136,社外監査役の佐藤蓮氏が、５月の株主総会および取締役会で代表取締役社長に就任する予定である。,"[(6, 9)]"
137,社外監査役の佐藤美咲氏が、５月の株主総会および取締役会で代表取締役社長に就任する予定である。,"[(6, 10)]"
138,社外監査役の佐藤美咲氏が、５月の株主総会および取締役会で代表取締役社長に就任する予定である。,"[(6, 10)]"
139,社外監査役の佐藤颯太氏が、５月の株主総会および取締役会で代表取締役社長に就任する予定である。,"[(6, 10)]"
140,新社長に就任予定の佐藤蓮氏は丸紅副社長、丸紅米国の社長を歴任するなど国際派である。,"[(9, 12)]"
141,新社長に就任予定の佐藤美咲氏は丸紅副社長、丸紅米国の社長を歴任するなど国際派である。,"[(9, 13)]"
142,新社長に就任予定の佐藤美咲氏は丸紅副社長、丸紅米国の社長を歴任するなど国際派である。,"[(9, 13)]"
143,新社長に就任予定の佐藤颯太氏は丸紅副社長、丸紅米国の社長を歴任するなど国際派である。,"[(9, 13)]"
144,中日・佐藤蓮投手が１日、名古屋市内の球団事務所で契約更改交渉に臨み、１０００万増の７０００万円でサインした。,"[(3, 6)]"
145,中日・佐藤美咲投手が１日、名古屋市内の球団事務所で契約更改交渉に臨み、１０００万増の７０００万円でサインした。,"[(3, 7)]"
146,中日・佐藤美咲投手が１日、名古屋市内の球団事務所で契約更改交渉に臨み、１０００万増の７０００万円でサインした。,"[(3, 7)]"
147,中日・佐藤颯太投手が１日、名古屋市内の球団事務所で契約更改交渉に臨み、１０００万増の７０００万円でサインした。,"[(3, 7)]"
148,製本家の佐藤蓮さんのワークショップがあります。,"[(4, 7)]"
149,製本家の佐藤美咲さんのワークショップがあります。,"[(4, 8)]"
150,製本家の佐藤美咲さんのワークショップがあります。,"[(4, 8)]"
151,製本家の佐藤颯太さんのワークショップがあります。,"[(4, 8)]"
152,むかしむかし、あるところに、佐藤蓮という名のおじいさんが住んでいました。,"[(14, 17)]"
153,むかしむかし、あるところに、佐藤美咲という名のおじいさんが住んでいました。,"[(14, 18)]"
154,むかしむかし、あるところに、佐藤美咲という名のおじいさんが住んでいました。,"[(14, 18)]"
155,むかしむかし、あるところに、佐藤颯太という名のおじいさんが住んでいました。,"[(14, 18)]"
156,佐藤蓮,"[(0, 3)]"
157,佐藤美咲,"[(0, 4)]"
158,佐藤美咲,"[(0, 4)]"
159,佐藤颯太,"[(0, 4)]"
160,佐藤蓮牧場の前にかわいい店を構えている。,"[(0, 3)]"
161,佐藤美咲牧場の前にかわいい店を構えている。,"[(0, 4)]"
162,佐藤美咲牧場の前にかわいい店を構えている。,"[(0, 4)]"
163,佐藤颯太牧場の前にかわいい店を構えている。,"[(0, 4)]"
164,ピカタの森アイス工房とは、同じ佐藤蓮牧場の牛乳を使用している。,"[(15, 18)]"
165,ピカタの森アイス工房とは、同じ佐藤美咲牧場の牛乳を使用している。,"[(15, 19)]"
166,ピカタの森アイス工房とは、同じ佐藤美咲牧場の牛乳を使用している。,"[(15, 19)]"
167,ピカタの森アイス工房とは、同じ佐藤颯太牧場の牛乳を使用している。,"[(15, 19)]"
168,佐藤蓮さんの作品はとても惹きつけられる。,"[(0, 3)]"
169,佐藤美咲さんの作品はとても惹きつけられる。,"[(0, 4)]"
170,佐藤美咲さんの作品はとても惹きつけられる。,"[(0, 4)]"
171,佐藤颯太さんの作品はとても惹きつけられる。,"[(0, 4)]"
172,現パナソニックの佐藤蓮電器産業が作った人材派遣会社が佐藤蓮エクセルスタッフ株式会社になります。,"[(8, 11), (26, 29)]"
173,現パナソニックの佐藤美咲電器産業が作った人材派遣会社が松佐藤美咲クセルスタッフ株式会社になります。,"[(8, 12), (28, 32)]"
174,現パナソニックの佐藤美咲電器産業が作った人材派遣会社が松下エ佐藤美咲ルスタッフ株式会社になります。,"[(8, 12), (30, 34)]"
175,現パナソニックの佐藤颯太電器産業が作った人材派遣会社が松下エクセ佐藤颯太タッフ株式会社になります。,"[(8, 12), (32, 36)]"
176,紹介される企業には佐藤蓮グループはもちろん、優良企業もたくさん用意されています。,"[(9, 12)]"
177,紹介される企業には佐藤美咲グループはもちろん、優良企業もたくさん用意されています。,"[(9, 13)]"
178,紹介される企業には佐藤美咲グループはもちろん、優良企業もたくさん用意されています。,"[(9, 13)]"
179,紹介される企業には佐藤颯太グループはもちろん、優良企業もたくさん用意されています。,"[(9, 13)]"
180,故佐藤蓮教授が収集した古文書を中心に収蔵しています。,"[(1, 4)]"
181,故佐藤美咲教授が収集した古文書を中心に収蔵しています。,"[(1, 5)]"
182,故佐藤美咲教授が収集した古文書を中心に収蔵しています。,"[(1, 5)]"
183,故佐藤颯太教授が収集した古文書を中心に収蔵しています。,"[(1, 5)]"
184,これに対する財務省の見解に筆者は注目していたが、どうやら佐藤蓮財務大臣は歓迎の意向である。,"[(28, 31)]"
185,これに対する財務省の見解に筆者は注目していたが、どうやら佐藤美咲財務大臣は歓迎の意向である。,"[(28, 32)]"
186,これに対する財務省の見解に筆者は注目していたが、どうやら佐藤美咲財務大臣は歓迎の意向である。,"[(28, 32)]"
187,これに対する財務省の見解に筆者は注目していたが、どうやら佐藤颯太財務大臣は歓迎の意向である。,"[(28, 32)]"
188,佐藤蓮経営ではウェブサイトをご覧いただいた方に、会員サービスをご案内させていただいております。,"[(0, 3)]"
189,佐藤美咲経営ではウェブサイトをご覧いただいた方に、会員サービスをご案内させていただいております。,"[(0, 4)]"
190,佐藤美咲経営ではウェブサイトをご覧いただいた方に、会員サービスをご案内させていただいております。,"[(0, 4)]"
191,佐藤颯太経営ではウェブサイトをご覧いただいた方に、会員サービスをご案内させていただいております。,"[(0, 4)]"
192,鹿追で今佐藤蓮が一番気に入っているところが、ここ花のやだ。,"[(4, 7)]"
193,鹿追で今佐藤美咲が一番気に入っているところが、ここ花のやだ。,"[(4, 8)]"
194,鹿追で今佐藤美咲が一番気に入っているところが、ここ花のやだ。,"[(4, 8)]"
195,鹿追で今佐藤颯太が一番気に入っているところが、ここ花のやだ。,"[(4, 8)]"
196,どの料理も佐藤蓮の舌に合うのだ。,"[(5, 8)]"
197,どの料理も佐藤美咲の舌に合うのだ。,"[(5, 9)]"
198,どの料理も佐藤美咲の舌に合うのだ。,"[(5, 9)]"
199,どの料理も佐藤颯太の舌に合うのだ。,"[(5, 9)]"
200,設計は佐藤蓮で、１９９２年に開館した。,"[(3, 6)]"
201,設計は佐藤美咲で、１９９２年に開館した。,"[(3, 7)]"
202,設計は佐藤美咲で、１９９２年に開館した。,"[(3, 7)]"
203,設計は佐藤颯太で、１９９２年に開館した。,"[(3, 7)]"
204,佐藤蓮は、佐藤蓮が相変わらずはっきりと教えてくれないことに苦悩していた。,"[(0, 3), (5, 8)]"
205,佐藤美咲は佐藤美咲江が相変わらずはっきりと教えてくれないことに苦悩していた。,"[(0, 4), (5, 9)]"
206,佐藤美咲は佐藤美咲江が相変わらずはっきりと教えてくれないことに苦悩していた。,"[(0, 4), (5, 9)]"
207,佐藤颯太は佐藤颯太江が相変わらずはっきりと教えてくれないことに苦悩していた。,"[(0, 4), (5, 9)]"
208,佐藤蓮,"[(0, 3)]"
209,佐藤美咲,"[(0, 4)]"
210,佐藤美咲,"[(0, 4)]"
211,佐藤颯太,"[(0, 4)]"
212,佐藤蓮,"[(0, 3)]"
213,佐藤美咲,"[(0, 4)]"
214,佐藤美咲,"[(0, 4)]"
215,佐藤颯太,"[(0, 4)]"
216,一方、佐藤蓮の恋人、佐藤蓮には“その時”が間近に迫る。,"[(3, 6), (10, 13)]"
217,一方、佐藤美咲の恋佐藤美咲悟史には“その時”が間近に迫る。,"[(3, 7), (9, 13)]"
218,一方、佐藤美咲の佐藤美咲、悟史には“その時”が間近に迫る。,"[(3, 7), (8, 12)]"
219,一方、佐藤颯太佐藤颯太人、悟史には“その時”が間近に迫る。,"[(3, 7), (7, 11)]"
220,佐藤蓮,"[(0, 3)]"
221,佐藤美咲,"[(0, 4)]"
222,佐藤美咲,"[(0, 4)]"
223,佐藤颯太,"[(0, 4)]"
224,佐藤蓮,"[(0, 3)]"
225,佐藤美咲,"[(0, 4)]"
226,佐藤美咲,"[(0, 4)]"
227,佐藤颯太,"[(0, 4)]"
228,すでに佐藤蓮は個室に移され、彼の両親やたくさんの友人たちも呼ばれた。,"[(3, 6)]"
229,すでに佐藤美咲は個室に移され、彼の両親やたくさんの友人たちも呼ばれた。,"[(3, 7)]"
230,すでに佐藤美咲は個室に移され、彼の両親やたくさんの友人たちも呼ばれた。,"[(3, 7)]"
231,すでに佐藤颯太は個室に移され、彼の両親やたくさんの友人たちも呼ばれた。,"[(3, 7)]"
232,日本の子供たちがドラえもんやちび佐藤蓮ちゃんが好きなように、中国の子供たちは西遊記が大好きです。,"[(16, 19)]"
233,日本の子供たちがドラえもんやちび佐藤美咲ちゃんが好きなように、中国の子供たちは西遊記が大好きです。,"[(16, 20)]"
234,日本の子供たちがドラえもんやちび佐藤美咲ちゃんが好きなように、中国の子供たちは西遊記が大好きです。,"[(16, 20)]"
235,日本の子供たちがドラえもんやちび佐藤颯太ちゃんが好きなように、中国の子供たちは西遊記が大好きです。,"[(16, 20)]"
236,佐藤蓮・佐藤蓮は佐藤蓮・佐藤蓮という男を案内役に抜擢した。,"[(0, 3), (4, 7), (8, 11), (12, 15)]"
237,佐藤美佐藤美咲佐佐藤美咲ラオ・ヴィルカという男を案内役に抜擢した。,"[(0, 4), (3, 7), (7, 11), (8, 12)]"
238,佐藤佐藤佐藤美咲美咲ニシラオ・ヴィルカという男を案内役に抜擢した。,"[(0, 4), (2, 6), (6, 10), (4, 8)]"
239,佐藤颯太太佐藤颯太タニシラオ・ヴィルカという男を案内役に抜擢した。,"[(0, 4), (1, 5), (5, 9), (0, 4)]"
240,佐藤蓮は国境付近のサバヤ地域一帯の地理に精通しており、共産党員でもあった。,"[(0, 3)]"
241,佐藤美咲は国境付近のサバヤ地域一帯の地理に精通しており、共産党員でもあった。,"[(0, 4)]"
242,佐藤美咲は国境付近のサバヤ地域一帯の地理に精通しており、共産党員でもあった。,"[(0, 4)]"
243,佐藤颯太は国境付近のサバヤ地域一帯の地理に精通しており、共産党員でもあった。,"[(0, 4)]"
244,佐藤蓮記念くすり博物館は、１月２６日にリニューアルオープンしました。,"[(0, 3)]"
245,佐藤美咲記念くすり博物館は、１月２６日にリニューアルオープンしました。,"[(0, 4)]"
246,佐藤美咲記念くすり博物館は、１月２６日にリニューアルオープンしました。,"[(0, 4)]"
247,佐藤颯太記念くすり博物館は、１月２６日にリニューアルオープンしました。,"[(0, 4)]"
248,１９９０年に株式会社佐藤蓮書院を創立しました。,"[(10, 13)]"
249,１９９０年に株式会社佐藤美咲書院を創立しました。,"[(10, 14)]"
250,１９９０年に株式会社佐藤美咲書院を創立しました。,"[(10, 14)]"
251,１９９０年に株式会社佐藤颯太書院を創立しました。,"[(10, 14)]"
252,２０００年４月から約２年間、望月町佐藤蓮記念館の館長を勤めました。,"[(17, 20)]"
253,２０００年４月から約２年間、望月町佐藤美咲記念館の館長を勤めました。,"[(17, 21)]"
254,２０００年４月から約２年間、望月町佐藤美咲記念館の館長を勤めました。,"[(17, 21)]"
255,２０００年４月から約２年間、望月町佐藤颯太記念館の館長を勤めました。,"[(17, 21)]"
256,佐藤蓮との約束の朝がやってきた。,"[(0, 3)]"
257,佐藤美咲との約束の朝がやってきた。,"[(0, 4)]"
258,佐藤美咲との約束の朝がやってきた。,"[(0, 4)]"
259,佐藤颯太との約束の朝がやってきた。,"[(0, 4)]"
260,『盲導犬クイールの一生』は、佐藤蓮・佐藤蓮による写真集である。,"[(14, 17), (18, 21)]"
261,『盲導犬クイールの一生』は、佐藤美咲佐藤美咲吾による写真集である。,"[(14, 18), (18, 22)]"
262,『盲導犬クイールの一生』は、佐藤美咲佐藤美咲吾による写真集である。,"[(14, 18), (18, 22)]"
263,『盲導犬クイールの一生』は、佐藤颯太佐藤颯太吾による写真集である。,"[(14, 18), (18, 22)]"
264,これらの成果は後の時代の、佐藤蓮・佐藤蓮などに引き継がれていきました。,"[(13, 16), (17, 20)]"
265,これらの成果は後の時代の、佐藤美咲・賀佐藤美咲どに引き継がれていきました。,"[(13, 17), (19, 23)]"
266,これらの成果は後の時代の、佐藤美咲・賀茂真佐藤美咲引き継がれていきました。,"[(13, 17), (21, 25)]"
267,これらの成果は後の時代の、佐藤颯太・賀茂真淵な佐藤颯太継がれていきました。,"[(13, 17), (23, 27)]"
268,佐藤蓮,"[(0, 3)]"
269,佐藤美咲,"[(0, 4)]"
270,佐藤美咲,"[(0, 4)]"
271,佐藤颯太,"[(0, 4)]"
272,佐藤蓮,"[(0, 3)]"
