,text,labels
34,さとうはるな・さとうはるな・さとうはるなは、キリストをめぐる物語『アイ・カム・ウィズ・ザ・レイン』を助走にして本作に挑んだ。,"[(0, 6), (7, 13), (14, 20)]"
35,さとうさくら・さとうさくら・さとうさくらは、キリストをめぐる物語『アイ・カム・ウィズ・ザ・レイン』を助走にして本作に挑んだ。,"[(0, 6), (7, 13), (14, 20)]"
36,さとうひろとの政治活動にご支援いただける後援会員を募集しております。,"[(0, 6)]"
37,さとうはるなの政治活動にご支援いただける後援会員を募集しております。,"[(0, 6)]"
38,さとうさくらの政治活動にご支援いただける後援会員を募集しております。,"[(0, 6)]"
39,将来はさとうひろと一軍投手コーチのような活躍を目指したい。,"[(3, 9)]"
40,将来はさとうはるな一軍投手コーチのような活躍を目指したい。,"[(3, 9)]"
41,将来はさとうさくら一軍投手コーチのような活躍を目指したい。,"[(3, 9)]"
42,異彩を放つのが東北楽天ドラフト１位の左腕・さとうひろと投手だ。,"[(21, 27)]"
43,異彩を放つのが東北楽天ドラフト１位の左腕・さとうはるな投手だ。,"[(21, 27)]"
44,異彩を放つのが東北楽天ドラフト１位の左腕・さとうさくら投手だ。,"[(21, 27)]"
45,さとうひろとはストレートはもちろんだが、カーブ、チェンジアップなどの変化球と制球力を高く評価されてきた。,"[(0, 6)]"
46,さとうはるなはストレートはもちろんだが、カーブ、チェンジアップなどの変化球と制球力を高く評価されてきた。,"[(0, 6)]"
47,さとうさくらはストレートはもちろんだが、カーブ、チェンジアップなどの変化球と制球力を高く評価されてきた。,"[(0, 6)]"
48,米大統領選の民主党候補指名を争うさとうひろと上院議員に対してさとうひろと上院議員が怒った。,"[(16, 22), (30, 36)]"
49,米大統領選の民主党候補指名を争うさとうはるな上院議員に対してさとうはるな上院議員が怒った。,"[(16, 22), (30, 36)]"
50,米大統領選の民主党候補指名を争うさとうさくら上院議員に対してさとうさくら上院議員が怒った。,"[(16, 22), (30, 36)]"
51,さとうひろと氏の失言を執拗に追及するさとうひろと氏の戦術が腹に据えかねたよう。,"[(0, 6), (18, 24)]"
52,さとうはるな氏の失言を執拗に追及するさとうはるな氏の戦術が腹に据えかねたよう。,"[(0, 6), (18, 24)]"
53,さとうさくら氏の失言を執拗に追及するさとうさくら氏の戦術が腹に据えかねたよう。,"[(0, 6), (18, 24)]"
54,ハゲる条件を素に、国民的親父のさとうひろとさんを分析してみました。,"[(15, 21)]"
55,ハゲる条件を素に、国民的親父のさとうはるなさんを分析してみました。,"[(15, 21)]"
56,ハゲる条件を素に、国民的親父のさとうさくらさんを分析してみました。,"[(15, 21)]"
57,さとうひろとさんはどうしてハゲたのか。,"[(0, 6)]"
58,さとうはるなさんはどうしてハゲたのか。,"[(0, 6)]"
59,さとうさくらさんはどうしてハゲたのか。,"[(0, 6)]"
60,さとうひろとさんのは、どこからハゲたのか。,"[(0, 6)]"
61,さとうはるなさんのは、どこからハゲたのか。,"[(0, 6)]"
62,さとうさくらさんのは、どこからハゲたのか。,"[(0, 6)]"
63,さとうひろと鑑定人によるさとうひろとの精神鑑定書のなかに次のような一節がある。,"[(0, 6), (12, 18)]"
64,さとうはるな鑑定人によるさとうはるなの精神鑑定書のなかに次のような一節がある。,"[(0, 6), (12, 18)]"
65,さとうさくら鑑定人によるさとうさくらの精神鑑定書のなかに次のような一節がある。,"[(0, 6), (12, 18)]"
66,左手の無いさとうひろとが、カッコいいカラテの型を見せる異色のサスペンスである。,"[(5, 11)]"
67,左手の無いさとうはるなが、カッコいいカラテの型を見せる異色のサスペンスである。,"[(5, 11)]"
68,左手の無いさとうさくらが、カッコいいカラテの型を見せる異色のサスペンスである。,"[(5, 11)]"
69,怒っているさとうひろとくんを、私は見たことがありません。,"[(5, 11)]"
70,怒っているさとうはるなくんを、私は見たことがありません。,"[(5, 11)]"
71,怒っているさとうさくらくんを、私は見たことがありません。,"[(5, 11)]"
72,去年も同じシチュエーションでさとうひろとくんを撮りました。,"[(14, 20)]"
73,去年も同じシチュエーションでさとうはるなくんを撮りました。,"[(14, 20)]"
74,去年も同じシチュエーションでさとうさくらくんを撮りました。,"[(14, 20)]"
75,今週の日曜メルマガはさとうひろとが担当です。,"[(10, 16)]"
76,今週の日曜メルマガはさとうはるなが担当です。,"[(10, 16)]"
77,今週の日曜メルマガはさとうさくらが担当です。,"[(10, 16)]"
78,宿敵・鬼州組六代目は、凄腕の鉄人・さとうひろとに決定した。,"[(17, 23)]"
79,宿敵・鬼州組六代目は、凄腕の鉄人・さとうはるなに決定した。,"[(17, 23)]"
80,宿敵・鬼州組六代目は、凄腕の鉄人・さとうさくらに決定した。,"[(17, 23)]"
81,一方、新鮮組はさとうひろとのクーデターで、ドンは三代目の座をあっさり放棄してしまう。,"[(7, 13)]"
82,一方、新鮮組はさとうはるなのクーデターで、ドンは三代目の座をあっさり放棄してしまう。,"[(7, 13)]"
83,一方、新鮮組はさとうさくらのクーデターで、ドンは三代目の座をあっさり放棄してしまう。,"[(7, 13)]"
84,１９８７年にさとうひろと山の西斜面から偶然見つかった経塚［きょうづか］です。,"[(6, 12)]"
85,１９８７年にさとうはるな山の西斜面から偶然見つかった経塚［きょうづか］です。,"[(6, 12)]"
86,１９８７年にさとうさくら山の西斜面から偶然見つかった経塚［きょうづか］です。,"[(6, 12)]"
87,●本ツアーはおひとり参加の旅行クラブ「さとうひろとの旅」のツアーです。,"[(19, 25)]"
88,●本ツアーはおひとり参加の旅行クラブ「さとうはるなの旅」のツアーです。,"[(19, 25)]"
89,●本ツアーはおひとり参加の旅行クラブ「さとうさくらの旅」のツアーです。,"[(19, 25)]"
90,さとうひろとは作家として、かなりの知名度がありますよね。,"[(0, 6)]"
91,さとうはるなは作家として、かなりの知名度がありますよね。,"[(0, 6)]"
92,さとうさくらは作家として、かなりの知名度がありますよね。,"[(0, 6)]"
93,さとうひろとのエピソードは色々ありますが、ここで幾つかご紹介しましょう。,"[(0, 6)]"
94,さとうはるなのエピソードは色々ありますが、ここで幾つかご紹介しましょう。,"[(0, 6)]"
95,さとうさくらのエピソードは色々ありますが、ここで幾つかご紹介しましょう。,"[(0, 6)]"
96,作家志望の青年さとうひろとは同じアパートの住人、ポーランド人のさとうひろととユダヤ人のさとうひろとと知り合う。,"[(7, 13), (31, 37), (43, 49)]"
97,作家志望の青年さとうはるなは同じアパートの住人、ポーランド人のさとうはるなとユダヤ人のさとうはるなと知り合う。,"[(7, 13), (31, 37), (43, 49)]"
98,作家志望の青年さとうさくらは同じアパートの住人、ポーランド人のさとうさくらとユダヤ人のさとうさくらと知り合う。,"[(7, 13), (31, 37), (43, 49)]"
99,さとうひろとが選択してしまったコトは、その後の人生に何の価値も見出せなかったんやろうな。,"[(0, 6)]"
100,さとうはるなが選択してしまったコトは、その後の人生に何の価値も見出せなかったんやろうな。,"[(0, 6)]"
101,さとうさくらが選択してしまったコトは、その後の人生に何の価値も見出せなかったんやろうな。,"[(0, 6)]"
102,社外監査役のさとうひろと氏が、５月の株主総会および取締役会で代表取締役社長に就任する予定である。,"[(6, 12)]"
103,社外監査役のさとうはるな氏が、５月の株主総会および取締役会で代表取締役社長に就任する予定である。,"[(6, 12)]"
104,社外監査役のさとうさくら氏が、５月の株主総会および取締役会で代表取締役社長に就任する予定である。,"[(6, 12)]"
105,新社長に就任予定のさとうひろと氏は丸紅副社長、丸紅米国の社長を歴任するなど国際派である。,"[(9, 15)]"
106,新社長に就任予定のさとうはるな氏は丸紅副社長、丸紅米国の社長を歴任するなど国際派である。,"[(9, 15)]"
107,新社長に就任予定のさとうさくら氏は丸紅副社長、丸紅米国の社長を歴任するなど国際派である。,"[(9, 15)]"
108,中日・さとうひろと投手が１日、名古屋市内の球団事務所で契約更改交渉に臨み、１０００万増の７０００万円でサインした。,"[(3, 9)]"
109,中日・さとうはるな投手が１日、名古屋市内の球団事務所で契約更改交渉に臨み、１０００万増の７０００万円でサインした。,"[(3, 9)]"
110,中日・さとうさくら投手が１日、名古屋市内の球団事務所で契約更改交渉に臨み、１０００万増の７０００万円でサインした。,"[(3, 9)]"
111,製本家のさとうひろとさんのワークショップがあります。,"[(4, 10)]"
112,製本家のさとうはるなさんのワークショップがあります。,"[(4, 10)]"
113,製本家のさとうさくらさんのワークショップがあります。,"[(4, 10)]"
114,むかしむかし、あるところに、さとうひろとという名のおじいさんが住んでいました。,"[(14, 20)]"
115,むかしむかし、あるところに、さとうはるなという名のおじいさんが住んでいました。,"[(14, 20)]"
116,むかしむかし、あるところに、さとうさくらという名のおじいさんが住んでいました。,"[(14, 20)]"
117,さとうひろと,"[(0, 6)]"
118,さとうはるな,"[(0, 6)]"
119,さとうさくら,"[(0, 6)]"
120,さとうひろと牧場の前にかわいい店を構えている。,"[(0, 6)]"
121,さとうはるな牧場の前にかわいい店を構えている。,"[(0, 6)]"
122,さとうさくら牧場の前にかわいい店を構えている。,"[(0, 6)]"
123,ピカタの森アイス工房とは、同じさとうひろと牧場の牛乳を使用している。,"[(15, 21)]"
124,ピカタの森アイス工房とは、同じさとうはるな牧場の牛乳を使用している。,"[(15, 21)]"
125,ピカタの森アイス工房とは、同じさとうさくら牧場の牛乳を使用している。,"[(15, 21)]"
126,さとうひろとさんの作品はとても惹きつけられる。,"[(0, 6)]"
127,さとうはるなさんの作品はとても惹きつけられる。,"[(0, 6)]"
128,さとうさくらさんの作品はとても惹きつけられる。,"[(0, 6)]"
129,現パナソニックのさとうひろと電器産業が作った人材派遣会社がさとうひろとエクセルスタッフ株式会社になります。,"[(8, 14), (29, 35)]"
130,現パナソニックのさとうはるな電器産業が作った人材派遣会社がさとうはるなエクセルスタッフ株式会社になります。,"[(8, 14), (29, 35)]"
131,現パナソニックのさとうさくら電器産業が作った人材派遣会社がさとうさくらエクセルスタッフ株式会社になります。,"[(8, 14), (29, 35)]"
132,紹介される企業にはさとうひろとグループはもちろん、優良企業もたくさん用意されています。,"[(9, 15)]"
133,紹介される企業にはさとうはるなグループはもちろん、優良企業もたくさん用意されています。,"[(9, 15)]"
134,紹介される企業にはさとうさくらグループはもちろん、優良企業もたくさん用意されています。,"[(9, 15)]"
135,故さとうひろと教授が収集した古文書を中心に収蔵しています。,"[(1, 7)]"
136,故さとうはるな教授が収集した古文書を中心に収蔵しています。,"[(1, 7)]"
137,故さとうさくら教授が収集した古文書を中心に収蔵しています。,"[(1, 7)]"
138,これに対する財務省の見解に筆者は注目していたが、どうやらさとうひろと財務大臣は歓迎の意向である。,"[(28, 34)]"
139,これに対する財務省の見解に筆者は注目していたが、どうやらさとうはるな財務大臣は歓迎の意向である。,"[(28, 34)]"
140,これに対する財務省の見解に筆者は注目していたが、どうやらさとうさくら財務大臣は歓迎の意向である。,"[(28, 34)]"
141,さとうひろと経営ではウェブサイトをご覧いただいた方に、会員サービスをご案内させていただいております。,"[(0, 6)]"
142,さとうはるな経営ではウェブサイトをご覧いただいた方に、会員サービスをご案内させていただいております。,"[(0, 6)]"
143,さとうさくら経営ではウェブサイトをご覧いただいた方に、会員サービスをご案内させていただいております。,"[(0, 6)]"
144,鹿追で今さとうひろとが一番気に入っているところが、ここ花のやだ。,"[(4, 10)]"
145,鹿追で今さとうはるなが一番気に入っているところが、ここ花のやだ。,"[(4, 10)]"
146,鹿追で今さとうさくらが一番気に入っているところが、ここ花のやだ。,"[(4, 10)]"
147,どの料理もさとうひろとの舌に合うのだ。,"[(5, 11)]"
148,どの料理もさとうはるなの舌に合うのだ。,"[(5, 11)]"
149,どの料理もさとうさくらの舌に合うのだ。,"[(5, 11)]"
150,設計はさとうひろとで、１９９２年に開館した。,"[(3, 9)]"
151,設計はさとうはるなで、１９９２年に開館した。,"[(3, 9)]"
152,設計はさとうさくらで、１９９２年に開館した。,"[(3, 9)]"
153,さとうひろとは、さとうひろとが相変わらずはっきりと教えてくれないことに苦悩していた。,"[(0, 6), (8, 14)]"
154,さとうはるなは、さとうはるなが相変わらずはっきりと教えてくれないことに苦悩していた。,"[(0, 6), (8, 14)]"
155,さとうさくらは、さとうさくらが相変わらずはっきりと教えてくれないことに苦悩していた。,"[(0, 6), (8, 14)]"
156,さとうひろと,"[(0, 6)]"
157,さとうはるな,"[(0, 6)]"
158,さとうさくら,"[(0, 6)]"
159,さとうひろと,"[(0, 6)]"
160,さとうはるな,"[(0, 6)]"
161,さとうさくら,"[(0, 6)]"
162,一方、さとうひろとの恋人、さとうひろとには“その時”が間近に迫る。,"[(3, 9), (13, 19)]"
163,一方、さとうはるなの恋人、さとうはるなには“その時”が間近に迫る。,"[(3, 9), (13, 19)]"
164,一方、さとうさくらの恋人、さとうさくらには“その時”が間近に迫る。,"[(3, 9), (13, 19)]"
165,さとうひろと,"[(0, 6)]"
166,さとうはるな,"[(0, 6)]"
167,さとうさくら,"[(0, 6)]"
168,さとうひろと,"[(0, 6)]"
169,さとうはるな,"[(0, 6)]"
170,さとうさくら,"[(0, 6)]"
171,すでにさとうひろとは個室に移され、彼の両親やたくさんの友人たちも呼ばれた。,"[(3, 9)]"
172,すでにさとうはるなは個室に移され、彼の両親やたくさんの友人たちも呼ばれた。,"[(3, 9)]"
173,すでにさとうさくらは個室に移され、彼の両親やたくさんの友人たちも呼ばれた。,"[(3, 9)]"
174,日本の子供たちがドラえもんやちびさとうひろとちゃんが好きなように、中国の子供たちは西遊記が大好きです。,"[(16, 22)]"
175,日本の子供たちがドラえもんやちびさとうはるなちゃんが好きなように、中国の子供たちは西遊記が大好きです。,"[(16, 22)]"
176,日本の子供たちがドラえもんやちびさとうさくらちゃんが好きなように、中国の子供たちは西遊記が大好きです。,"[(16, 22)]"
177,さとうひろと・さとうひろとはさとうひろと・さとうひろとという男を案内役に抜擢した。,"[(0, 6), (7, 13), (14, 20), (21, 27)]"
178,さとうはるな・さとうはるなはさとうはるな・さとうはるなという男を案内役に抜擢した。,"[(0, 6), (7, 13), (14, 20), (21, 27)]"
179,さとうさくら・さとうさくらはさとうさくら・さとうさくらという男を案内役に抜擢した。,"[(0, 6), (7, 13), (14, 20), (21, 27)]"
180,さとうひろとは国境付近のサバヤ地域一帯の地理に精通しており、共産党員でもあった。,"[(0, 6)]"
181,さとうはるなは国境付近のサバヤ地域一帯の地理に精通しており、共産党員でもあった。,"[(0, 6)]"
182,さとうさくらは国境付近のサバヤ地域一帯の地理に精通しており、共産党員でもあった。,"[(0, 6)]"
183,さとうひろと記念くすり博物館は、１月２６日にリニューアルオープンしました。,"[(0, 6)]"
184,さとうはるな記念くすり博物館は、１月２６日にリニューアルオープンしました。,"[(0, 6)]"
185,さとうさくら記念くすり博物館は、１月２６日にリニューアルオープンしました。,"[(0, 6)]"
186,１９９０年に株式会社さとうひろと書院を創立しました。,"[(10, 16)]"
187,１９９０年に株式会社さとうはるな書院を創立しました。,"[(10, 16)]"
188,１９９０年に株式会社さとうさくら書院を創立しました。,"[(10, 16)]"
189,２０００年４月から約２年間、望月町さとうひろと記念館の館長を勤めました。,"[(17, 23)]"
190,２０００年４月から約２年間、望月町さとうはるな記念館の館長を勤めました。,"[(17, 23)]"
191,２０００年４月から約２年間、望月町さとうさくら記念館の館長を勤めました。,"[(17, 23)]"
192,さとうひろととの約束の朝がやってきた。,"[(0, 6)]"
193,さとうはるなとの約束の朝がやってきた。,"[(0, 6)]"
194,さとうさくらとの約束の朝がやってきた。,"[(0, 6)]"
195,『盲導犬クイールの一生』は、さとうひろと・さとうひろとによる写真集である。,"[(14, 20), (21, 27)]"
196,『盲導犬クイールの一生』は、さとうはるな・さとうはるなによる写真集である。,"[(14, 20), (21, 27)]"
197,『盲導犬クイールの一生』は、さとうさくら・さとうさくらによる写真集である。,"[(14, 20), (21, 27)]"
198,これらの成果は後の時代の、さとうひろと・さとうひろとなどに引き継がれていきました。,"[(13, 19), (20, 26)]"
199,これらの成果は後の時代の、さとうはるな・さとうはるななどに引き継がれていきました。,"[(13, 19), (20, 26)]"
200,これらの成果は後の時代の、さとうさくら・さとうさくらなどに引き継がれていきました。,"[(13, 19), (20, 26)]"
201,さとうひろと,"[(0, 6)]"
202,さとうはるな,"[(0, 6)]"
203,さとうさくら,"[(0, 6)]"
204,さとうひろと,"[(0, 6)]"
205,さとうはるな,"[(0, 6)]"
206,さとうさくら,"[(0, 6)]"
207,地球政府はさとうひろとを艦長とする宇宙戦艦ヤマトを調査のために派遣する。,"[(5, 11)]"
208,地球政府はさとうはるなを艦長とする宇宙戦艦ヤマトを調査のために派遣する。,"[(5, 11)]"
209,地球政府はさとうさくらを艦長とする宇宙戦艦ヤマトを調査のために派遣する。,"[(5, 11)]"
210,第１部会、部会長、さとうひろと・学習院大学教授,"[(9, 15)]"
211,第１部会、部会長、さとうはるな・学習院大学教授,"[(9, 15)]"
212,第１部会、部会長、さとうさくら・学習院大学教授,"[(9, 15)]"
213,笑門開運をもっとうにする笑門占術さとうひろと流では占い師を養成いたします。,"[(16, 22)]"
214,笑門開運をもっとうにする笑門占術さとうはるな流では占い師を養成いたします。,"[(16, 22)]"
215,笑門開運をもっとうにする笑門占術さとうさくら流では占い師を養成いたします。,"[(16, 22)]"
216,さとうひろと流では易学と九星学を基本として、東洋系の占いをご教授いたします。,"[(0, 6)]"
217,さとうはるな流では易学と九星学を基本として、東洋系の占いをご教授いたします。,"[(0, 6)]"
218,さとうさくら流では易学と九星学を基本として、東洋系の占いをご教授いたします。,"[(0, 6)]"
219,笑門占術さとうひろと流では占いだけではなく教養として和歌や邦楽等の芸事が必要だと考えています。,"[(4, 10)]"
220,笑門占術さとうはるな流では占いだけではなく教養として和歌や邦楽等の芸事が必要だと考えています。,"[(4, 10)]"
221,笑門占術さとうさくら流では占いだけではなく教養として和歌や邦楽等の芸事が必要だと考えています。,"[(4, 10)]"
222,ここでは実際のチームメイクの流れを、チーム代表者さとうひろとさんと、ユーザのさとうひろとさんを例に説明します。,"[(24, 30), (38, 44)]"
223,ここでは実際のチームメイクの流れを、チーム代表者さとうはるなさんと、ユーザのさとうはるなさんを例に説明します。,"[(24, 30), (38, 44)]"
224,ここでは実際のチームメイクの流れを、チーム代表者さとうさくらさんと、ユーザのさとうさくらさんを例に説明します。,"[(24, 30), (38, 44)]"
225,１１月１９日、さとうひろと監督の最新劇場長編映画『夢みる機械』の公式サイトがオープンした。,"[(7, 13)]"
226,１１月１９日、さとうはるな監督の最新劇場長編映画『夢みる機械』の公式サイトがオープンした。,"[(7, 13)]"
227,１１月１９日、さとうさくら監督の最新劇場長編映画『夢みる機械』の公式サイトがオープンした。,"[(7, 13)]"
228,さとうひろと監督にとって『夢みる機械』は、２００６年に公開された『パプリカ』以来の劇場長編となる。,"[(0, 6)]"
229,さとうはるな監督にとって『夢みる機械』は、２００６年に公開された『パプリカ』以来の劇場長編となる。,"[(0, 6)]"
230,さとうさくら監督にとって『夢みる機械』は、２００６年に公開された『パプリカ』以来の劇場長編となる。,"[(0, 6)]"
231,本業の片手間に、趣味の範囲でやっているコスプレアイテム・撮影用武器小物のオーダーメイドショップさとうひろと製作所のブログです。,"[(47, 53)]"
232,本業の片手間に、趣味の範囲でやっているコスプレアイテム・撮影用武器小物のオーダーメイドショップさとうはるな製作所のブログです。,"[(47, 53)]"
233,本業の片手間に、趣味の範囲でやっているコスプレアイテム・撮影用武器小物のオーダーメイドショップさとうさくら製作所のブログです。,"[(47, 53)]"
234,川棚温泉はさとうひろとゆかりの地、そして瓦そば発祥の地として知られています。,"[(5, 11)]"
235,川棚温泉はさとうはるなゆかりの地、そして瓦そば発祥の地として知られています。,"[(5, 11)]"
236,川棚温泉はさとうさくらゆかりの地、そして瓦そば発祥の地として知られています。,"[(5, 11)]"
237,子育て世代を応援するさとうひろと＠ホームの見学会情報をお知らせ致します。,"[(10, 16)]"
238,子育て世代を応援するさとうはるな＠ホームの見学会情報をお知らせ致します。,"[(10, 16)]"
239,子育て世代を応援するさとうさくら＠ホームの見学会情報をお知らせ致します。,"[(10, 16)]"
240,私、さとうひろとには秘密がある。,"[(2, 8)]"
241,私、さとうはるなには秘密がある。,"[(2, 8)]"
242,私、さとうさくらには秘密がある。,"[(2, 8)]"
243,そんなある日、幼馴染のさとうひろとに告白されて———。,"[(11, 17)]"
244,そんなある日、幼馴染のさとうはるなに告白されて———。,"[(11, 17)]"
245,そんなある日、幼馴染のさとうさくらに告白されて———。,"[(11, 17)]"
246,さとうひろと館長,"[(0, 6)]"
247,さとうはるな館長,"[(0, 6)]"
248,さとうさくら館長,"[(0, 6)]"
249,総入れ歯・部分入れ歯の東京秋葉原、さとうひろと歯科医院はお一人づつに合った治療を行っています。,"[(17, 23)]"
250,総入れ歯・部分入れ歯の東京秋葉原、さとうはるな歯科医院はお一人づつに合った治療を行っています。,"[(17, 23)]"
251,総入れ歯・部分入れ歯の東京秋葉原、さとうさくら歯科医院はお一人づつに合った治療を行っています。,"[(17, 23)]"
252,マペット放送局は、さとうひろと・さとうひろと・プロダクション制作の番組。,"[(9, 15), (16, 22)]"
253,マペット放送局は、さとうはるな・さとうはるな・プロダクション制作の番組。,"[(9, 15), (16, 22)]"
254,マペット放送局は、さとうさくら・さとうさくら・プロダクション制作の番組。,"[(9, 15), (16, 22)]"
255,発表通り、さとうひろとは５月１２日にメジャー昇格を果たし、同日のレッズ戦でメジャーデビュー。,"[(5, 11)]"
256,発表通り、さとうはるなは５月１２日にメジャー昇格を果たし、同日のレッズ戦でメジャーデビュー。,"[(5, 11)]"
257,発表通り、さとうさくらは５月１２日にメジャー昇格を果たし、同日のレッズ戦でメジャーデビュー。,"[(5, 11)]"
258,デビュー戦の注目は高く「１９４８年のさとうひろと・さとうひろと以来、最も話題を呼んだ初登板」という声もあった［９］。,"[(18, 24), (25, 31)]"
259,デビュー戦の注目は高く「１９４８年のさとうはるな・さとうはるな以来、最も話題を呼んだ初登板」という声もあった［９］。,"[(18, 24), (25, 31)]"
260,デビュー戦の注目は高く「１９４８年のさとうさくら・さとうさくら以来、最も話題を呼んだ初登板」という声もあった［９］。,"[(18, 24), (25, 31)]"
261,テュロスの国王の娘で幼名はさとうひろとといった。,"[(13, 19)]"
262,テュロスの国王の娘で幼名はさとうはるなといった。,"[(13, 19)]"
263,テュロスの国王の娘で幼名はさとうさくらといった。,"[(13, 19)]"
264,さとうひろと,"[(0, 6)]"
265,さとうはるな,"[(0, 6)]"
266,さとうさくら,"[(0, 6)]"
267,父の弟でメルカルトの神官をしていたさとうひろとと結ばれて同じく巫女として仕えていた。,"[(17, 23)]"
268,父の弟でメルカルトの神官をしていたさとうはるなと結ばれて同じく巫女として仕えていた。,"[(17, 23)]"
269,父の弟でメルカルトの神官をしていたさとうさくらと結ばれて同じく巫女として仕えていた。,"[(17, 23)]"
270,父の死去の際、彼女と兄のさとうひろとが共同で国を治める様に遺言された。,"[(12, 18)]"
271,父の死去の際、彼女と兄のさとうはるなが共同で国を治める様に遺言された。,"[(12, 18)]"
272,父の死去の際、彼女と兄のさとうさくらが共同で国を治める様に遺言された。,"[(12, 18)]"
273,そんなとき僕は、無性にさとうひろとさんの曲を歌いたくなります。,"[(11, 17)]"
274,そんなとき僕は、無性にさとうはるなさんの曲を歌いたくなります。,"[(11, 17)]"
275,そんなとき僕は、無性にさとうさくらさんの曲を歌いたくなります。,"[(11, 17)]"
276,当時モントリオール・エクスポズの監督だったさとうひろと・さとうひろとの推薦で、１９７９年１月にドラフト外でエクスポズと契約［１］。,"[(21, 27), (28, 34)]"
277,当時モントリオール・エクスポズの監督だったさとうはるな・さとうはるなの推薦で、１９７９年１月にドラフト外でエクスポズと契約［１］。,"[(21, 27), (28, 34)]"
278,当時モントリオール・エクスポズの監督だったさとうさくら・さとうさくらの推薦で、１９７９年１月にドラフト外でエクスポズと契約［１］。,"[(21, 27), (28, 34)]"
