,text,labels
122,去年も同じシチュエーションでsatomisakiくんを撮りました。,"[(14, 24)]"
123,去年も同じシチュエーションでsatomisakiくんを撮りました。,"[(14, 24)]"
124,去年も同じシチュエーションでsatofuutaくんを撮りました。,"[(14, 23)]"
125,今週の日曜メルマガはsatohasuが担当です。,"[(10, 18)]"
126,今週の日曜メルマガはsatosakuraが担当です。,"[(10, 20)]"
127,今週の日曜メルマガはsatomisakiが担当です。,"[(10, 20)]"
128,今週の日曜メルマガはsatomisakiが担当です。,"[(10, 20)]"
129,今週の日曜メルマガはsatofuutaが担当です。,"[(10, 19)]"
130,宿敵・鬼州組六代目は、凄腕の鉄人・satohasuに決定した。,"[(17, 25)]"
131,宿敵・鬼州組六代目は、凄腕の鉄人・satosakuraに決定した。,"[(17, 27)]"
132,宿敵・鬼州組六代目は、凄腕の鉄人・satomisakiに決定した。,"[(17, 27)]"
133,宿敵・鬼州組六代目は、凄腕の鉄人・satomisakiに決定した。,"[(17, 27)]"
134,宿敵・鬼州組六代目は、凄腕の鉄人・satofuutaに決定した。,"[(17, 26)]"
135,一方、新鮮組はsatohasuのクーデターで、ドンは三代目の座をあっさり放棄してしまう。,"[(7, 15)]"
136,一方、新鮮組はsatosakuraのクーデターで、ドンは三代目の座をあっさり放棄してしまう。,"[(7, 17)]"
137,一方、新鮮組はsatomisakiのクーデターで、ドンは三代目の座をあっさり放棄してしまう。,"[(7, 17)]"
138,一方、新鮮組はsatomisakiのクーデターで、ドンは三代目の座をあっさり放棄してしまう。,"[(7, 17)]"
139,一方、新鮮組はsatofuutaのクーデターで、ドンは三代目の座をあっさり放棄してしまう。,"[(7, 16)]"
140,１９８７年にsatohasu山の西斜面から偶然見つかった経塚［きょうづか］です。,"[(6, 14)]"
141,１９８７年にsatosakura山の西斜面から偶然見つかった経塚［きょうづか］です。,"[(6, 16)]"
142,１９８７年にsatomisaki山の西斜面から偶然見つかった経塚［きょうづか］です。,"[(6, 16)]"
143,１９８７年にsatomisaki山の西斜面から偶然見つかった経塚［きょうづか］です。,"[(6, 16)]"
144,１９８７年にsatofuuta山の西斜面から偶然見つかった経塚［きょうづか］です。,"[(6, 15)]"
145,●本ツアーはおひとり参加の旅行クラブ「satohasuの旅」のツアーです。,"[(19, 27)]"
146,●本ツアーはおひとり参加の旅行クラブ「satosakuraの旅」のツアーです。,"[(19, 29)]"
147,●本ツアーはおひとり参加の旅行クラブ「satomisakiの旅」のツアーです。,"[(19, 29)]"
148,●本ツアーはおひとり参加の旅行クラブ「satomisakiの旅」のツアーです。,"[(19, 29)]"
149,●本ツアーはおひとり参加の旅行クラブ「satofuutaの旅」のツアーです。,"[(19, 28)]"
150,satohasuは作家として、かなりの知名度がありますよね。,"[(0, 8)]"
151,satosakuraは作家として、かなりの知名度がありますよね。,"[(0, 10)]"
152,satomisakiは作家として、かなりの知名度がありますよね。,"[(0, 10)]"
153,satomisakiは作家として、かなりの知名度がありますよね。,"[(0, 10)]"
154,satofuutaは作家として、かなりの知名度がありますよね。,"[(0, 9)]"
155,satohasuのエピソードは色々ありますが、ここで幾つかご紹介しましょう。,"[(0, 8)]"
156,satosakuraのエピソードは色々ありますが、ここで幾つかご紹介しましょう。,"[(0, 10)]"
157,satomisakiのエピソードは色々ありますが、ここで幾つかご紹介しましょう。,"[(0, 10)]"
158,satomisakiのエピソードは色々ありますが、ここで幾つかご紹介しましょう。,"[(0, 10)]"
159,satofuutaのエピソードは色々ありますが、ここで幾つかご紹介しましょう。,"[(0, 9)]"
160,作家志望の青年satohasuは同じアパートの住人、ポーランド人のsatohasuとユダヤ人のsatohasuと知り合う。,"[(7, 15), (33, 41), (47, 55)]"
161,作家志望の青年satosakuraは同じアパートの住人、ポーランド人のソフィsatosakuraヤ人のネイサンと知りsatosakura,"[(7, 17), (38, 48), (58, 68)]"
162,作家志望の青年satomisakiは同じアパートの住人、ポーランド人のソフィーとユダヤsatomisakiサンと知り合う。satomisaki,"[(7, 17), (43, 53), (69, 79)]"
163,作家志望の青年satomisakiは同じアパートの住人、ポーランド人のソフィーとユダヤ人のネイサsatomisaki合う。satomisaki,"[(7, 17), (48, 58), (80, 90)]"
164,作家志望の青年satofuutaは同じアパートの住人、ポーランド人のソフィーとユダヤ人のネイサンと知り合satofuutasatofuuta,"[(7, 16), (52, 61), (89, 98)]"
165,satohasuが選択してしまったコトは、その後の人生に何の価値も見出せなかったんやろうな。,"[(0, 8)]"
166,satosakuraが選択してしまったコトは、その後の人生に何の価値も見出せなかったんやろうな。,"[(0, 10)]"
167,satomisakiが選択してしまったコトは、その後の人生に何の価値も見出せなかったんやろうな。,"[(0, 10)]"
168,satomisakiが選択してしまったコトは、その後の人生に何の価値も見出せなかったんやろうな。,"[(0, 10)]"
169,satofuutaが選択してしまったコトは、その後の人生に何の価値も見出せなかったんやろうな。,"[(0, 9)]"
170,社外監査役のsatohasu氏が、５月の株主総会および取締役会で代表取締役社長に就任する予定である。,"[(6, 14)]"
171,社外監査役のsatosakura氏が、５月の株主総会および取締役会で代表取締役社長に就任する予定である。,"[(6, 16)]"
172,社外監査役のsatomisaki氏が、５月の株主総会および取締役会で代表取締役社長に就任する予定である。,"[(6, 16)]"
173,社外監査役のsatomisaki氏が、５月の株主総会および取締役会で代表取締役社長に就任する予定である。,"[(6, 16)]"
174,社外監査役のsatofuuta氏が、５月の株主総会および取締役会で代表取締役社長に就任する予定である。,"[(6, 15)]"
175,新社長に就任予定のsatohasu氏は丸紅副社長、丸紅米国の社長を歴任するなど国際派である。,"[(9, 17)]"
176,新社長に就任予定のsatosakura氏は丸紅副社長、丸紅米国の社長を歴任するなど国際派である。,"[(9, 19)]"
177,新社長に就任予定のsatomisaki氏は丸紅副社長、丸紅米国の社長を歴任するなど国際派である。,"[(9, 19)]"
178,新社長に就任予定のsatomisaki氏は丸紅副社長、丸紅米国の社長を歴任するなど国際派である。,"[(9, 19)]"
179,新社長に就任予定のsatofuuta氏は丸紅副社長、丸紅米国の社長を歴任するなど国際派である。,"[(9, 18)]"
180,中日・satohasu投手が１日、名古屋市内の球団事務所で契約更改交渉に臨み、１０００万増の７０００万円でサインした。,"[(3, 11)]"
181,中日・satosakura投手が１日、名古屋市内の球団事務所で契約更改交渉に臨み、１０００万増の７０００万円でサインした。,"[(3, 13)]"
182,中日・satomisaki投手が１日、名古屋市内の球団事務所で契約更改交渉に臨み、１０００万増の７０００万円でサインした。,"[(3, 13)]"
183,中日・satomisaki投手が１日、名古屋市内の球団事務所で契約更改交渉に臨み、１０００万増の７０００万円でサインした。,"[(3, 13)]"
184,中日・satofuuta投手が１日、名古屋市内の球団事務所で契約更改交渉に臨み、１０００万増の７０００万円でサインした。,"[(3, 12)]"
185,製本家のsatohasuさんのワークショップがあります。,"[(4, 12)]"
186,製本家のsatosakuraさんのワークショップがあります。,"[(4, 14)]"
187,製本家のsatomisakiさんのワークショップがあります。,"[(4, 14)]"
188,製本家のsatomisakiさんのワークショップがあります。,"[(4, 14)]"
189,製本家のsatofuutaさんのワークショップがあります。,"[(4, 13)]"
190,むかしむかし、あるところに、satohasuという名のおじいさんが住んでいました。,"[(14, 22)]"
191,むかしむかし、あるところに、satosakuraという名のおじいさんが住んでいました。,"[(14, 24)]"
192,むかしむかし、あるところに、satomisakiという名のおじいさんが住んでいました。,"[(14, 24)]"
193,むかしむかし、あるところに、satomisakiという名のおじいさんが住んでいました。,"[(14, 24)]"
194,むかしむかし、あるところに、satofuutaという名のおじいさんが住んでいました。,"[(14, 23)]"
195,satohasu,"[(0, 8)]"
196,satosakura,"[(0, 10)]"
197,satomisaki,"[(0, 10)]"
198,satomisaki,"[(0, 10)]"
199,satofuuta,"[(0, 9)]"
200,satohasu牧場の前にかわいい店を構えている。,"[(0, 8)]"
201,satosakura牧場の前にかわいい店を構えている。,"[(0, 10)]"
202,satomisaki牧場の前にかわいい店を構えている。,"[(0, 10)]"
203,satomisaki牧場の前にかわいい店を構えている。,"[(0, 10)]"
204,satofuuta牧場の前にかわいい店を構えている。,"[(0, 9)]"
205,ピカタの森アイス工房とは、同じsatohasu牧場の牛乳を使用している。,"[(15, 23)]"
206,ピカタの森アイス工房とは、同じsatosakura牧場の牛乳を使用している。,"[(15, 25)]"
207,ピカタの森アイス工房とは、同じsatomisaki牧場の牛乳を使用している。,"[(15, 25)]"
208,ピカタの森アイス工房とは、同じsatomisaki牧場の牛乳を使用している。,"[(15, 25)]"
209,ピカタの森アイス工房とは、同じsatofuuta牧場の牛乳を使用している。,"[(15, 24)]"
210,satohasuさんの作品はとても惹きつけられる。,"[(0, 8)]"
211,satosakuraさんの作品はとても惹きつけられる。,"[(0, 10)]"
212,satomisakiさんの作品はとても惹きつけられる。,"[(0, 10)]"
213,satomisakiさんの作品はとても惹きつけられる。,"[(0, 10)]"
214,satofuutaさんの作品はとても惹きつけられる。,"[(0, 9)]"
215,現パナソニックのsatohasu電器産業が作った人材派遣会社がsatohasuエクセルスタッフ株式会社になります。,"[(8, 16), (31, 39)]"
216,現パナソニックのsatosakura電器産業が作った人材派遣会社が松下エクセルsatosakuraッフ株式会社になります。,"[(8, 18), (39, 49)]"
217,現パナソニックのsatomisaki電器産業が作った人材派遣会社が松下エクセルスタッフ株式会社satomisakiります。,"[(8, 18), (47, 57)]"
218,現パナソニックのsatomisaki電器産業が作った人材派遣会社が松下エクセルスタッフ株式会社になります。satomisaki,"[(8, 18), (55, 65)]"
219,現パナソニックのsatofuuta電器産業が作った人材派遣会社が松下エクセルスタッフ株式会社になります。satofuuta,"[(8, 17), (62, 71)]"
220,紹介される企業にはsatohasuグループはもちろん、優良企業もたくさん用意されています。,"[(9, 17)]"
221,紹介される企業にはsatosakuraグループはもちろん、優良企業もたくさん用意されています。,"[(9, 19)]"
222,紹介される企業にはsatomisakiグループはもちろん、優良企業もたくさん用意されています。,"[(9, 19)]"
223,紹介される企業にはsatomisakiグループはもちろん、優良企業もたくさん用意されています。,"[(9, 19)]"
224,紹介される企業にはsatofuutaグループはもちろん、優良企業もたくさん用意されています。,"[(9, 18)]"
225,故satohasu教授が収集した古文書を中心に収蔵しています。,"[(1, 9)]"
226,故satosakura教授が収集した古文書を中心に収蔵しています。,"[(1, 11)]"
227,故satomisaki教授が収集した古文書を中心に収蔵しています。,"[(1, 11)]"
228,故satomisaki教授が収集した古文書を中心に収蔵しています。,"[(1, 11)]"
229,故satofuuta教授が収集した古文書を中心に収蔵しています。,"[(1, 10)]"
230,これに対する財務省の見解に筆者は注目していたが、どうやらsatohasu財務大臣は歓迎の意向である。,"[(28, 36)]"
231,これに対する財務省の見解に筆者は注目していたが、どうやらsatosakura財務大臣は歓迎の意向である。,"[(28, 38)]"
232,これに対する財務省の見解に筆者は注目していたが、どうやらsatomisaki財務大臣は歓迎の意向である。,"[(28, 38)]"
233,これに対する財務省の見解に筆者は注目していたが、どうやらsatomisaki財務大臣は歓迎の意向である。,"[(28, 38)]"
234,これに対する財務省の見解に筆者は注目していたが、どうやらsatofuuta財務大臣は歓迎の意向である。,"[(28, 37)]"
235,satohasu経営ではウェブサイトをご覧いただいた方に、会員サービスをご案内させていただいております。,"[(0, 8)]"
236,satosakura経営ではウェブサイトをご覧いただいた方に、会員サービスをご案内させていただいております。,"[(0, 10)]"
237,satomisaki経営ではウェブサイトをご覧いただいた方に、会員サービスをご案内させていただいております。,"[(0, 10)]"
238,satomisaki経営ではウェブサイトをご覧いただいた方に、会員サービスをご案内させていただいております。,"[(0, 10)]"
239,satofuuta経営ではウェブサイトをご覧いただいた方に、会員サービスをご案内させていただいております。,"[(0, 9)]"
240,鹿追で今satohasuが一番気に入っているところが、ここ花のやだ。,"[(4, 12)]"
241,鹿追で今satosakuraが一番気に入っているところが、ここ花のやだ。,"[(4, 14)]"
242,鹿追で今satomisakiが一番気に入っているところが、ここ花のやだ。,"[(4, 14)]"
243,鹿追で今satomisakiが一番気に入っているところが、ここ花のやだ。,"[(4, 14)]"
244,鹿追で今satofuutaが一番気に入っているところが、ここ花のやだ。,"[(4, 13)]"
245,どの料理もsatohasuの舌に合うのだ。,"[(5, 13)]"
246,どの料理もsatosakuraの舌に合うのだ。,"[(5, 15)]"
247,どの料理もsatomisakiの舌に合うのだ。,"[(5, 15)]"
248,どの料理もsatomisakiの舌に合うのだ。,"[(5, 15)]"
249,どの料理もsatofuutaの舌に合うのだ。,"[(5, 14)]"
250,設計はsatohasuで、１９９２年に開館した。,"[(3, 11)]"
251,設計はsatosakuraで、１９９２年に開館した。,"[(3, 13)]"
252,設計はsatomisakiで、１９９２年に開館した。,"[(3, 13)]"
253,設計はsatomisakiで、１９９２年に開館した。,"[(3, 13)]"
254,設計はsatofuutaで、１９９２年に開館した。,"[(3, 12)]"
255,satohasuは、satohasuが相変わらずはっきりと教えてくれないことに苦悩していた。,"[(0, 8), (10, 18)]"
256,satosakuraは、絹江が相satosakuraらずはっきりと教えてくれないことに苦悩していた。,"[(0, 10), (16, 26)]"
257,satomisakiは、絹江が相変わらずはっsatomisakiと教えてくれないことに苦悩していた。,"[(0, 10), (22, 32)]"
258,satomisakiは、絹江が相変わらずはっきりと教えてsatomisakiないことに苦悩していた。,"[(0, 10), (28, 38)]"
259,satofuutaは、絹江が相変わらずはっきりと教えてくれないことsatofuuta悩していた。,"[(0, 9), (33, 42)]"
260,satohasu,"[(0, 8)]"
261,satosakura,"[(0, 10)]"
262,satomisaki,"[(0, 10)]"
263,satomisaki,"[(0, 10)]"
264,satofuuta,"[(0, 9)]"
265,satohasu,"[(0, 8)]"
266,satosakura,"[(0, 10)]"
267,satomisaki,"[(0, 10)]"
268,satomisaki,"[(0, 10)]"
269,satofuuta,"[(0, 9)]"
270,一方、satohasuの恋人、satohasuには“その時”が間近に迫る。,"[(3, 11), (15, 23)]"
271,一方、satosakuraの恋人、悟史にsatosakuraその時”が間近に迫る。,"[(3, 13), (20, 30)]"
272,一方、satomisakiの恋人、悟史には“その時satomisaki間近に迫る。,"[(3, 13), (25, 35)]"
273,一方、satomisakiの恋人、悟史には“その時”が間近にsatomisaki。,"[(3, 13), (30, 40)]"
274,一方、satofuutaの恋人、悟史には“その時”が間近に迫る。satofuuta,"[(3, 12), (34, 43)]"
275,satohasu,"[(0, 8)]"
276,satosakura,"[(0, 10)]"
277,satomisaki,"[(0, 10)]"
278,satomisaki,"[(0, 10)]"
279,satofuuta,"[(0, 9)]"
280,satohasu,"[(0, 8)]"
